pageRefs,normalizedText,moneyValue,dateValue,mentionText,id,confidence
[11],,,,-PAYMENT FROM PHONE,848,0.43033516
[10],,,,"RANI-KOMALRANI905-1@OKAXIS-CIT
10000005-331835457651-UPI",849,0.53587973
[11],,,,"I
NG PAYTM U",849,0.0011606211
[11],,,,ILDTO5PCTQS5@PAYTM-PYTM0123456-233813304,849,0.44554195
[10],,,,30/10/22 UPI-SANDIP DADARAO 55.00,849,0.66320854
[10],,,,23/12/23 UPI-KAMLESH PATIDAR-Q195820460@YBL-YESBO 35.00,849,0.42460915
[11],,,,CC@PAYTM-PYTM0123456-401258844518-UPI,850,0.26387659
[11],,,,SBIN0000295-404866476556-UPI,850,0.18380801
[10],,,,"28/03/24 UPI-ROHIT 90,000.00",850,0.44189468
[11],,,,PAY TO BHARATPE ME,850,0.042031489
[11],,,,-PAYMENT FROM PHONE,850,0.40468335
[10],,,,14/04/25 UPI-MD DANISH 04/25 500.00,851,0.28647032
[11],,,,"15/11/23 UPI-KOMAL 5,000.00",851,0.5065189
[11],,,,"ZAXIS-UTIB0000000-233843951140-PAYMENT F
ROM PHONE",851,0.44318083
[10],,,,"10/01/24 UPI-ROHIT 01/24 10,000.00",852,0.25095308
[11],,,,"S.BDPG@ICICI-ICIC0DC0099-404748853804-UP
I",852,0.13224499
[11],,,,Y90180798,852,0.030101081
[10],,,,"03/12/22 UPI-TEA ESSENCE-PAYTMQR2810050501011JIEC
0000233753944707 12/22 10.00",853,0.43735895
[10],,,,N8C94JXA@PAYTM-PYTM0123456-230157630707,853,0.63871437
[11],,,,"01011VJ966WFZ991@PAYTM-PYTM0123456-33599
7805961-UPI",853,0.414379
[11],,,,23456-404856044542-UPI,854,0.098778605
[11],,,,HOL E-ROHIT KUMAR-SBIN 124148967154,854,0.43881696
[11],,,,93133-PAY TO BHARATPE ME,854,0.016897649
[11],,,,"RANI-KOMALRANI905-1@OKAXIS-CIT
10000005-331998364523-UPI",855,0.47556677
[11],,,,"30/10/22 UPI-IN KADHAI-PAYTMQR28100505010119GT2WO
0000230312550909 30.00",855,0.62594008
[10],,,,24/12/23 POS 416021XXXXXX9659 ZUDIO A UNIT OF 999.00,855,0.41269991
[10],,,,04460-404580162288-UPI,856,0.090808392
[10],,,,"31/03/24 UPI-AMAZON 03/24 5,998.00",856,0.42847106
[11],,,,17/04/25 UPI-LALIT JUNG AARI-Q145152961@YBL-YESBO 04/25 250.00,856,0.27668524
[10],,,,"05/12/24 I-SHRADDHA BEER AND
0000845049733290 05/12/24 450.00",856,0.0035007226
[10],,,,2UVI93S5F3ML@PAYTM-PYTM0123456-303210629,856,0.35722119
[10],,,,"09/01/24 UPI-SWIGGY-UPISWIGGY@ICICI-ICIC0DC0099-4
0000400949439731 01/24 112.00",857,0.2231717
[10],,,,XV@PAYTM-PYTM0123456-331843984849-UPI,857,0.46009654
[11],,,,"UPI-RAJ SUPER MARKET-PAYTMQR281 005050101
0000404863952130 60.00",858,0.0019840603
[11],,,,7449@YESBANKLTD-YESBØYESUPI-303643645951,858,0.34821627
[11],,,,9582167-PAYMENT FROM PHONE,858,0.41710284
[10],,,,"141GNF30EXV2@PAYTM-PYTM0123456-331853037
925-UPI",859,0.44709018
[11],,,,30/10/22 UPI-KAMAL UMAKANT 10.00,859,0.62323576
[10],,,,"NK-UTIB0002754-335912877384-PAYMENT FROM
PHONE",859,0.39455032
[11],,,,"04/12/22 UPI-HARI OM FRUITS AND V-8180803108@OKBI
0000233843951140 12/22 150.00",860,0.40691417
[11],,,,"26/05/24 UPI-DECATHLON-DECATHLON@YBL-YESB0YBLUPI-
0000414782424999 05/24 1,477.00",861,0.42511553
[10],,,,"SBIN0010335-024026766042-PAYMENT FROM PH
ONE",861,0.22747211
[10],,,,UPI-KOMAL 61.00,861,0.42997596
[10],,,,@PAYTM-YESBOPTMUPI-84504,861,0.0037236086
[11],,,,"27/12/23 UPI-SHILPI KUMARI-SHILPI229891@OKHDFCBA
0000336140790366 12/23 100.00",861,0.39255974
[10],,,,YESBOYBLUPI-401052812682-UPI,862,0.20516656
[10],,,,"KUMAR-KUMARNWB@AXL-DBSS 1
-404565823139-PAYMENT FROM PHONE",862,0.00088693755
[10],,,,"25/01/23 UPI-ROHIT KUMAR-NSROHIT16@YBL-SBIN00015
0000339127551153 01/23 10,000.00",862,0.33750108
[11],,,,144-938284753301-PAYMENT FROM PHONE,863,0.15826879
[10],,,,"449@YESBANKLTD-YESBOYESUPI-844191439161 -
PAY TO BHARATPE ME",863,0.0016885892
[11],,,,ZGSAZKCO75TF@PAYTM-PYTM0123456-230333635,863,0.61713541
[11],,,,"12/01/24 I-SWIGGY-UPISWIGGY@ICICI-ICIC0DC0099-4
0000401258108608 01/24 165.00",864,0.0057100244
[10],,,,ZX@PAYTM-PYTM0123456-331714596987-UPI,864,0.41934597
[10],,,,"TREAT-PAYTMQRQIZKMIM3WL@PAYTM -
PYTM0123456-404581356355-UPI",865,0.00072820531
[11],,,,73-733016232655-PAYMENT FROM PHONE,865,0.14351396
[11],,,,04/12/22 UPI-KANHA 12/22 40.00,865,0.40350166
[10],,,,30/10/22 UPI-BIRUDEV PARMESHWAR 218.00,865,0.60747969
[10],,,,30/03/24 UPI-SEASONS MALL 20.00,866,0.41621652
[10],,,,"POS 416021XXXXXX9659 JAIHIND 1,825.00",866,0.36217466
[10],,,,"22/12/23 UPI-VAIBHAV BABURAO GULA-8975097928@YBL-
0000335669848230 12/23 103.00",866,0.38648173
[10],,,,"K-KKBK0000811-992959441920-PAYMENT FROM
PHONE",867,0.079696558
[11],,,,04/02/23 UPI-SURESHKUMAR CHOTMAL 20.00,867,0.33795145
[11],,,,"9
6@PAY",869,0.0036718608
[10],,,,"UPI-MITKAR RAMU GAHININA-9022627066-3@ IB
0000358539798211 362.33",869,0.0040102154
[10],,,,YESBOYBLUPI-331842844221-UPI,869,0.34628871
[11],,,,256-PAYMENT FROM PHONE,869,0.60134977
[11],,,,"RANI-KOMALRANI905-1@OKAXIS-CIT
10000005-414813946831-UPI",870,0.41643259
[11],,,,-PAYMENT FROM PHONE,870,0.38358897
[10],,,,"14/11/23 UPI-CHANDRAKANT ARJUN 11/23 1,000.00",871,0.30672395
[10],,,,"22/01/23 EAW-416021XXXXXX9659-BPRH2093-PUNE
0000000000003662 01/23 4,500.00",871,0.33619496
[11],,,,"RATHO-PAYTMQR28100505
0101QCK4Z11E0I1A@PAYTM-PYTM0123456-23058",871,0.58358061
[10],,,,25/12/23 UPI-DYNAMIC 500.00,871,0.36533314
[11],,,,"28/06/24 UPI-ROHIT KUMAR-NSROHIT16-1@OKICICI-CITI
0000418086626276 31,000.00",872,0.39882267
[10],,,,03/12/22 UPI-LIXO 320.00,872,0.37265214
[11],,,,"POLSHE-PAYTMQR28100505
0101BK0U6D31W51C@PAYTM-PYTM0123456-23033",873,0.55106694
[11],,,,"01/11/22 UPI-RAJESHKUMAR-GPAY-11180146643@OKBIZAX
0000230578930597 01/11/22 40.00",875,0.5451048
[11],,,,"27/12/23 UPI-SHILPI KUMARI-SHILPI229891@OKHDFCBA
0000336140764073 12/23 700.00",875,0.35619113
[10],,,,17/04/24 UPI-GLOW 04/24 32.00,876,0.39487681
[11],,,,"DEOR-7767983061@YBL-
UTIB0000832-368697292876-PAYMENT FROM PH
ONE",876,0.29141957
[11],,,,"UPI-ADD MONEY TO 1,000.00",876,0.32953376
[11],,,,"MARK-PAYTMQR28100505
0101L8R27F0CFDKN@PAYTM-PYTM0123456-23389",876,0.37274
[10],,,,"RANI-KOMALRANI905-1@OKAXIS-CIT
10000005-331715100382-RECHARGE",878,0.27662143
[11],,,,"05/12/22 UPI-SANDIP DADARAO
0000233909582167 12/22 15.00",878,0.3711955
[10],,,,21/01/23 UPI-CHANDRA PRAKASH 240.00,879,0.30248967
[11],,,,0101QCK4Z11E011A@PAYTM-PYTM0123456-23035,879,0.51114959
[10],,,,UPI-AJAY 75.00,880,0.27036107
[10],,,,"23/12/23 UPI-SHRIKANT PANDURANG
0000335701157817 12/23 96.00",880,0.34227943
[10],,,,01/04/24 CREDIT INTEREST CAPITALISED 03/24 24.00,881,0.37818316
[10],,,,"28/10/22 UPI-RADHIKA BHEL-PAYTMQR2810050501011TCU
0000230157630707 40.00",881,0.50808638
[11],,,,"DEOR-7767983061@YBL-
UTIB0000832-368557855457-PAYMENT FROM PH
ONE",883,0.26907703
[10],,,,"UPI-BHARATPEMERCHANT-BHARATPE.9042224461
0000303271751906 705.00",883,0.30191451
[10],,,,ENTERTAINMEN-BOOKMYSHOW1@AXI,883,0.33218345
[11],,,,E@PAYTM-PYTM0123456-332027390111-UPI,885,0.26111493
[11],,,,04/12/22 UPI-MAHALAXMI SUPER 36.00,885,0.33028677
[11],,,,"30/10/22 UPI-MOH ASIF ANSARI-PAYTMQR2810050501011
0000230333993441 10/22 10.00",885,0.47022724
[11],,,,"27/12/23 UPI-SHUBHAM 12/23 18,000.00",885,0.32865596
[11],,,,"27/05/24 NEFT CR-SBIN0015520-MR TANMAY PRAKASH B
SBIN124148967154 05/24 40,000.00",886,0.3544423
[10],,,,05-303207817003-PAYMENT FROM PHONE,886,0.20122275
[10],,,,14/11/23 UPI-MR TUKARAM GUNDU 11/23 70.00,887,0.25872236
[10],,,,23-339104483439-PAYMENT FROM PHONE,888,0.15845673
[11],,,,8054872-PAYMENT FROM PHONE,889,0.32880002
[11],,,,7449@YESBANKLTD-YESBOYESUPI-303512848505,890,0.13565223
[11],,,,3032496-PAYMENT FROM PHONE,890,0.47035354
[11],,,,26/12/23 UPI-DYNAMIC 500.00,890,0.29542804
[10],,,,"31/03/24 UPI-ROHIT KUMAR-NSROHIT16-1@OKICICI-CITI
0000445793067722 03/24 5,000.00",891,0.34744683
[11],,,,"04/12/22 UPI-MAHALAXMI SUPER
0000 12/22 18.00",891,0.30837795
[10],,,,14/11/23 UPI-KOSHA SAMIR 150.00,892,0.24966392
[11],,,,"PYTM0123456-303682406414-OID20272541182@
PAY",892,0.10826643
[11],,,,"PTOJV@PAYTM-PYTM0123456-230312550909-PAY
MENT FROM PHONE",892,0.46644369
[10],,,,675-PAYMENT FROM PHONE,894,0.045507386
[10],,,,"28/10/22 UPI-BALAJI SNACKS-PAYTMQR28100505010118J
0000230185566805 10/22 10.00",894,0.45410556
[10],,,,YESBOYBLUPI-335973693417-UPI,894,0.28350496
[11],,,,"26/05/24 UPI-KOMAL 05/24 55,000.00",896,0.34051299
[11],,,,R5SW7E4@PAYTM-PYTM0123456-332028623696-U,896,0.23648863
[10],,,,"BHARATPE9072543
7449@YESBANKLTD-YESBOYESUPI-303287243655",896,0.0090616448
[11],,,,UPI-VAKESHWARPANSHOP-PAYTMQR281005050101 18.00,896,0.30678472
[10],,,,"57UIOZN20@PAYTM-PYTM0123456-335967086100
-UPI",896,0.14289711
[10],,,,"01011VJ966WFZ991@PAYTM-PYTM0123456-33173
0377642-UPI",898,0.16703196
[10],,,,"-
UTIB0000832-338771131025-PAYMENT FROM PH
ONE",898,0.0013368004
[11],,,,73-372584431621-PAYMENT FROM PHONE,898,0.12128979
[11],,,,"06/12/22 UPI-ROYAL SWEETS AND
0000234060806958 12/22 65.00",899,0.30098483
[10],,,,"29/10/22 UPI-BHARATPEMERCHANT-BHARATPE.0851960811
0000230275702308 10.00",899,0.44991276
[11],,,,-SBIN0013295-332046963515-UPI,900,0.030529225
[10],,,,-339127551153-PAYMENT FROM PHONE,900,0.00144776
[10],,,,APL-UTIB0003182-335701157817-UPI,900,0.047658492
[11],,,,"27/05/24 UPI-KOMAL
0000 05/24 40,000.00",901,0.33444256
[10],,,,13/11/23 I-SHRADDHA BEER AND 380.00,902,0.0032637566
[11],,,,25/12/23 0000335997805961 245.00,902,0.016633792
[11],,,,0272628-PAYMENT FROM PHONE,903,0.4487541
[10],,,,29/10/22 UPI-SHABBIR ABDUL 142.00,905,0.43677139
[11],,,,BSSOIN0811-412340192732-UPI,906,0.32786843
[11],,,,"RANI-KOMALRANI905-1@OKAXIS- CIT
10000005-331981438400-UPI",906,0.001394033
[11],,,,0806958-PAYMENT FROM PHONE,906,0.27534521
[10],,,,24/12/23 I-DYNAMIC 12/23 500.00,906,0.0051674638
[10],,,,5610062123-PAYMENT FROM PHONE,908,0.31202608
[10],,,,SBANK-UTIB0000415-233730226848-UPI,908,0.17074345
[10],,,,"S-BIRUDEVSALGAR20
771@YBL-HDFC0000794-266975593680-PAYMENT
FROM PHONE",909,0.4225972
[11],,,,"25/05/24 UPI-KOMAL 05/24 1,000.00",910,0.30974966
[10],,,,1H2Q7L8JG6O8@PAYTM-PYTM0123456-233761501,910,0.057267744
[10],,,,"RANI-KOMALRANI905-1@OKAXIS-CIT
10000005-230311907930-UPI",911,0.41030523
[11],,,,"CB
ANK-HDFC0000499-336116761145-UBERRIDE",911,0.0016708708
[10],,,,071-PAYMENT FROM PHONE,912,0.027268847
[11],,,,31/10/22 UPI-KURUND RAMESH 10/22 160.00,913,0.4047589
[11],,,,"UPI-MSMAULIPETROLIUM-Q269862564@YBL -YESB
0000270480094600 340.00",914,0.0047925622
[11],,,,"26/05/24 IMPS-414714696805-TANMAY PRAKASH PRI 05/24 10,000.00",915,0.26287818
[10],,,,"JOZWLQKN@PAYTM-PYTM0123456-233610054724 -
PAYMENT FROM PHONE",918,0.0016860706
[11],,,,"30/10/22 UPI-OM MEDICAL AND GENER-Q114597669@YBL-
0000266994683596 10/22 121.00",918,0.3967483
[10],,,,5666905372-PAYMENT FROM PHONE,920,0.17606314
[11],,,,"Z
F7TJW4U0W@PAYTM-PYTM0123456-233845427394",921,0.0018697261
[10],,,,RPATT.61339125@HDFCBANK-HDFC0000001-4090,922,0.0192453
[10],,,,"RANI-KOMALRANI905-1@OKAXIS-CIT
10000005-230308513051-UPI",923,0.39310169
[11],,,,E-ROHIT KUMAR-SBIN124147715649,924,0.0041638315
[10],,,,"MULLA-SHABBIRM110@OKSB
I-SBIN0011699-230201857877-PAYMENT FROM
PHONE",925,0.3846463
[11],,,,"IB BILLPA Y DR-HDFC97-361010XXXX8340
MB02185012817T31 52,604.00",926,0.0019885539
[11],,,,6967772-PAYMENT FROM PHONE,927,0.38281155
[10],,,,-PAYMENT FROM PHONE,929,0.36221573
[11],,,,"IB BILLPA Y DR-HDFC97 -361010XXXX 8340
MB01172236969T44 6,807.00",930,0.00052927516
[10],,,,RATHO-PAYTMQR28100505,931,0.3446573
[10],,,,AB4XPXRBE@PAYTM-PYTM0123456-230185566805,933,0.3434462
[11],,,,01/11/22 UPI-SANDIP DADARAO 11/22 15.00,935,0.33682016
[10],,,,PAYMENT FROM PHONE,940,0.32791826
[10],,,,PAYMENT FROM PHONE,942,0.32147822
[11],,,,UDDHAV-RAMESHKURUND440,944,0.26999304
[10],,,,-PAYMENT FROM PHONE,946,0.21383129
[11],,,,"-2@OKICICI-RATN0000000-230488051343-PAYM
ENT FROM PHONE",948,0.14426529
[11],,,,"RANI-KOMALRANI905-1@OKAXIS- CIT
10000005-230567234662-UPI",950,0.0013151235
[8],,,,-PAY TO BHARATPE ME,283,0.58455229
[9],,,,-PAY TO BHARATPE ME,298,0.55799842
[5],,,,-PAY TO BHARATPE ME,307,0.57910717
[8],,,,-PAY TO BHARATPE ME,366,0.493835
[9],,,,-PAY TO BHARATPE ME,407,0.4485839
[7],,,,-PAY TO BHARATPE ME,439,0.44549304
[8],,,,-PAY TO BHARATPE ME,475,0.4731696
[],,,,-PAY TO BHARATPE ME,505,0.40967619
[8],,,,-PAY TO BHARATPE ME,507,0.41030893
[7],,,,-PAY TO BHARATPE ME,527,0.39901161
[6],,,,-PAY TO BHARATPE ME,537,0.42844495
[9],,,,-PAY TO BHARATPE ME,538,0.3795189
[5],,,,-PAY TO BHARATPE ME,547,0.38558784
[],,,,-PAY TO BHARATPE ME,558,0.37601924
[6],,,,-PAY TO BHARATPE ME,585,0.35288745
[7],,,,-PAY TO BHARATPE ME,595,0.34557018
[8],,,,-PAY TO BHARATPE ME,597,0.34656736
[1],,,,-PAY TO BHARATPE ME,607,0.36786076
[7],,,,-PAY TO BHARATPE ME,609,0.36722034
[8],,,,-PAY TO BHARATPE ME,611,0.36274377
[2],,,,-PAY TO BHARATPE ME,650,0.32761163
[7],,,,-PAY TO BHARATPE ME,653,0.29938099
[2],,,,-PAY TO BHARATPE ME,694,0.27649355
[11],,,,-PAY TO BHARATPE ME,831,0.4998225
[10],,,,-PAY TO BHARATPE ME,852,0.40155789
[11],,,,-PAY TO BHARATPE ME,854,0.39615485
[11],,,,-PAY TO BHARATPE ME,860,0.34138674
[10],,,,-PAY TO BHARATPE ME,904,0.28275254
[],2025-01-06,,2025-01-06,01/06/2025,0,0.9939974
[1],2025-01-06,,2025-01-06,01/06/2025,0,0.99331146
[7],2025-01-06,,2025-01-06,01/06/2025,0,0.99307042
[],2025-01-06,,2025-01-06,01/06/2025,0,0.99423474
[],2025-01-06,,2025-01-06,01/06/2025,0,0.99405175
[7],2025-01-06,,2025-01-06,01/06/2025,0,0.9939509
[1],2025-01-06,,2025-01-06,01/06/2025,1,0.99168265
[2],2025-01-06,,2025-01-06,01/06/2025,1,0.99351573
[8],2025-01-06,,2025-01-06,01/06/2025,1,0.9935171
[4],2025-01-06,,2025-01-06,01/06/2025,1,0.99500376
[4],2025-01-06,,2025-01-06,01/06/2025,1,0.99423909
[],2025-01-06,,2025-01-06,01/06/2025,1,0.99193615
[3],2025-01-06,,2025-01-06,01/06/2025,2,0.99256051
[1],2025-01-06,,2025-01-06,01/06/2025,2,0.99150223
[1],2025-01-06,,2025-01-06,01/06/2025,2,0.99377602
[5],2025-01-06,,2025-01-06,01/06/2025,2,0.99210668
[2],2025-01-06,,2025-01-06,01/06/2025,3,0.98974657
[9],2025-01-06,,2025-01-06,01/06/2025,3,0.99216604
[5],2025-01-06,,2025-01-06,01/06/2025,3,0.99264556
[6],2025-01-06,,2025-01-06,01/06/2025,4,0.99068761
[4],2025-01-06,,2025-01-06,01/06/2025,4,0.9851464
[4],2025-01-06,,2025-01-06,01/06/2025,4,0.9909153
[7],2025-01-06,,2025-01-06,01/06/2025,4,0.99321085
[5],2025-01-06,,2025-01-06,01/06/2025,4,0.9916724
[1],2025-01-06,,2025-01-06,01/06/2025,4,0.99065572
[4],2025-01-06,,2025-01-06,01/06/2025,5,0.98928422
[6],2025-01-06,,2025-01-06,01/06/2025,5,0.99072677
[6],2025-01-06,,2025-01-06,01/06/2025,5,0.99213594
[6],2025-01-06,,2025-01-06,01/06/2025,5,0.99115562
[5],2025-01-06,,2025-01-06,01/06/2025,6,0.98963863
[2],2025-01-06,,2025-01-06,01/06/2025,6,0.9911589
[7],2025-01-06,,2025-01-06,01/06/2025,7,0.99028707
[8],2025-01-06,,2025-01-06,01/06/2025,7,0.99067402
[7],2025-01-06,,2025-01-06,01/06/2025,7,0.99022949
[8],2025-01-06,,2025-01-06,01/06/2025,7,0.98864681
[9],2025-01-06,,2025-01-06,01/06/2025,8,0.98838127
[5],2025-01-06,,2025-01-06,01/06/2025,8,0.98903334
[9],2025-01-06,,2025-01-06,01/06/2025,8,0.99121618
[2],2025-01-06,,2025-01-06,01/06/2025,8,0.98867935
[4],2025-01-06,,2025-01-06,01/06/2025,8,0.98672622
[3],2025-01-06,,2025-01-06,01/06/2025,9,0.98726255
[5],2025-01-06,,2025-01-06,01/06/2025,9,0.95751041
[9],2025-01-06,,2025-01-06,01/06/2025,9,0.98536026
[3],2025-01-06,,2025-01-06,01/06/2025,10,0.98921829
[1],2025-01-06,,2025-01-06,01/06/2025,10,0.98744577
[3],2025-01-06,,2025-01-06,01/06/2025,11,0.98762906
[9],2025-01-06,,2025-01-06,01/06/2025,12,0.98763275
[6],2025-01-06,,2025-01-06,01/06/2025,14,0.9861992
[2],2025-01-06,,2025-01-06,01/06/2025,16,0.9697302
[11],2025-01-06,,2025-01-06,01/06/2025,704,0.98945832
[10],2025-01-06,,2025-01-06,01/06/2025,705,0.98396438
[11],2025-01-06,,2025-01-06,01/06/2025,710,0.98926497
[10],2025-01-06,,2025-01-06,01/06/2025,721,0.99240774
[11],2025-01-06,,2025-01-06,01/06/2025,722,0.99115747
[10],2025-01-06,,2025-01-06,01/06/2025,724,0.99238777
[11],2025-01-06,,2025-01-06,01/06/2025,725,0.99219471
[11],2025-01-06,,2025-01-06,01/06/2025,740,0.9919005
[],2022-01-07,,2022-01-07,01/07/2022,4,0.9935739
[],2022-01-07,,2022-01-07,01/07/2022,6,0.9882791
[],2022-01-07,,2022-01-07,01/07/2022,6,0.98700118
[9],2022-01-07,,2022-01-07,01/07/2022,7,0.98922098
[1],2022-01-07,,2022-01-07,01/07/2022,7,0.98770684
[6],2022-01-07,,2022-01-07,01/07/2022,9,0.98910481
[6],2022-01-07,,2022-01-07,01/07/2022,10,0.98588759
[6],2022-01-07,,2022-01-07,01/07/2022,10,0.98318011
[2],2022-01-07,,2022-01-07,01/07/2022,11,0.97995573
[3],2022-01-07,,2022-01-07,01/07/2022,11,0.98654658
[8],2022-01-07,,2022-01-07,01/07/2022,12,0.97986692
[9],2022-01-07,,2022-01-07,01/07/2022,12,0.97874206
[4],2022-01-07,,2022-01-07,01/07/2022,12,0.98687184
[4],2022-01-07,,2022-01-07,01/07/2022,13,0.97760832
[8],2022-01-07,,2022-01-07,01/07/2022,13,0.98766333
[1],2022-01-07,,2022-01-07,01/07/2022,14,0.97571635
[3],2022-01-07,,2022-01-07,01/07/2022,14,0.96633261
[5],2022-01-07,,2022-01-07,01/07/2022,14,0.98562157
[2],2022-01-07,,2022-01-07,01/07/2022,15,0.97394943
[5],2022-01-07,,2022-01-07,01/07/2022,16,0.96884716
[8],2022-01-07,,2022-01-07,01/07/2022,16,0.96262628
[1],2022-01-07,,2022-01-07,01/07/2022,16,0.98201364
[9],2022-01-07,,2022-01-07,01/07/2022,17,0.96643984
[4],2022-01-07,,2022-01-07,01/07/2022,18,0.95873779
[2],2022-01-07,,2022-01-07,01/07/2022,18,0.9604792
[7],2022-01-07,,2022-01-07,01/07/2022,20,0.95371956
[5],2022-01-07,,2022-01-07,01/07/2022,23,0.94827104
[7],2022-01-07,,2022-01-07,01/07/2022,27,0.94361937
[7],2022-01-07,,2022-01-07,01/07/2022,28,0.93987626
[3],2022-01-07,,2022-01-07,01/07/2022,31,0.93376559
[11],2022-01-07,,2022-01-07,01/07/2022,757,0.9824791
[10],2022-01-07,,2022-01-07,01/07/2022,758,0.97149515
[10],2022-01-07,,2022-01-07,01/07/2022,767,0.98564661
[11],2022-01-07,,2022-01-07,01/07/2022,769,0.96635139
[10],2022-01-07,,2022-01-07,01/07/2022,806,0.99329299
[11],2022-01-07,,2022-01-07,01/07/2022,808,0.96587259
[],2023-01-07,,2023-01-07,01/07/2023,1,0.93917972
[],2023-01-07,,2023-01-07,01/07/2023,3,0.9938677
[5],2023-01-07,,2023-01-07,01/07/2023,3,0.99161112
[],2023-01-07,,2023-01-07,01/07/2023,3,0.99410862
[7],2023-01-07,,2023-01-07,01/07/2023,4,0.99442214
[],2023-01-07,,2023-01-07,01/07/2023,4,0.99409854
[2],2023-01-07,,2023-01-07,01/07/2023,7,0.99206519
[4],2023-01-07,,2023-01-07,01/07/2023,8,0.98994297
[],2023-01-07,,2023-01-07,01/07/2023,8,0.98903537
[6],2023-01-07,,2023-01-07,01/07/2023,8,0.99189806
[5],2023-01-07,,2023-01-07,01/07/2023,9,0.99024111
[2],2023-01-07,,2023-01-07,01/07/2023,9,0.9882006
[6],2023-01-07,,2023-01-07,01/07/2023,10,0.98958749
[3],2023-01-07,,2023-01-07,01/07/2023,10,0.98840082
[],2023-01-07,,2023-01-07,01/07/2023,10,0.98809737
[8],2023-01-07,,2023-01-07,01/07/2023,10,0.99165338
[9],2023-01-07,,2023-01-07,01/07/2023,10,0.98939186
[2],2023-01-07,,2023-01-07,01/07/2023,11,0.98719561
[4],2023-01-07,,2023-01-07,01/07/2023,11,0.9889906
[1],2023-01-07,,2023-01-07,01/07/2023,11,0.98811316
[1],2023-01-07,,2023-01-07,01/07/2023,12,0.98414826
[5],2023-01-07,,2023-01-07,01/07/2023,12,0.98941869
[3],2023-01-07,,2023-01-07,01/07/2023,12,0.98591304
[9],2023-01-07,,2023-01-07,01/07/2023,13,0.98361117
[7],2023-01-07,,2023-01-07,01/07/2023,13,0.99018949
[4],2023-01-07,,2023-01-07,01/07/2023,13,0.98435628
[4],2023-01-07,,2023-01-07,01/07/2023,13,0.98581511
[4],2023-01-07,,2023-01-07,01/07/2023,13,0.98564804
[3],2023-01-07,,2023-01-07,01/07/2023,14,0.98223025
[9],2023-01-07,,2023-01-07,01/07/2023,14,0.98977458
[6],2023-01-07,,2023-01-07,01/07/2023,14,0.98415357
[7],2023-01-07,,2023-01-07,01/07/2023,14,0.98569906
[3],2023-01-07,,2023-01-07,01/07/2023,14,0.98407173
[8],2023-01-07,,2023-01-07,01/07/2023,15,0.98066282
[6],2023-01-07,,2023-01-07,01/07/2023,15,0.98442304
[9],2023-01-07,,2023-01-07,01/07/2023,15,0.98163837
[2],2023-01-07,,2023-01-07,01/07/2023,15,0.98276609
[6],2023-01-07,,2023-01-07,01/07/2023,15,0.9792434
[8],2023-01-07,,2023-01-07,01/07/2023,16,0.97642297
[2],2023-01-07,,2023-01-07,01/07/2023,16,0.98035663
[5],2023-01-07,,2023-01-07,01/07/2023,16,0.9749456
[8],2023-01-07,,2023-01-07,01/07/2023,16,0.97966409
[1],2023-01-07,,2023-01-07,01/07/2023,17,0.96851087
[7],2023-01-07,,2023-01-07,01/07/2023,17,0.98038483
[3],2023-01-07,,2023-01-07,01/07/2023,17,0.97083402
[1],2023-01-07,,2023-01-07,01/07/2023,17,0.97616231
[8],2023-01-07,,2023-01-07,01/07/2023,18,0.96648997
[5],2023-01-07,,2023-01-07,01/07/2023,18,0.96065164
[1],2023-01-07,,2023-01-07,01/07/2023,22,0.94249153
[9],2023-01-07,,2023-01-07,01/07/2023,29,0.93110639
[7],2023-01-07,,2023-01-07,01/07/2023,36,0.92001295
[11],2023-01-07,,2023-01-07,01/07/2023,716,0.99045807
[10],2023-01-07,,2023-01-07,01/07/2023,717,0.96225888
[11],2023-01-07,,2023-01-07,01/07/2023,726,0.98611808
[10],2023-01-07,,2023-01-07,01/07/2023,727,0.98431265
[11],2023-01-07,,2023-01-07,01/07/2023,767,0.98455608
[10],2023-01-07,,2023-01-07,01/07/2023,768,0.97295582
[10],2023-01-07,,2023-01-07,01/07/2023,773,0.98542345
[11],2023-01-07,,2023-01-07,01/07/2023,774,0.98537624
[10],2023-01-07,,2023-01-07,01/07/2023,775,0.99234289
[11],2023-01-07,,2023-01-07,01/07/2023,776,0.98378587
[2],2024-01-07,,2024-01-07,01/07/2024,2,0.99259675
[],2024-01-07,,2024-01-07,01/07/2024,2,0.99457997
[1],2024-01-07,,2024-01-07,01/07/2024,3,0.98923916
[6],2024-01-07,,2024-01-07,01/07/2024,3,0.99350923
[],2024-01-07,,2024-01-07,01/07/2024,3,0.99239576
[2],2024-01-07,,2024-01-07,01/07/2024,5,0.98449993
[2],2024-01-07,,2024-01-07,01/07/2024,5,0.99228096
[],2024-01-07,,2024-01-07,01/07/2024,6,0.97707546
[],2024-01-07,,2024-01-07,01/07/2024,6,0.99022967
[4],2024-01-07,,2024-01-07,01/07/2024,6,0.99236447
[7],2024-01-07,,2024-01-07,01/07/2024,6,0.99176669
[4],2024-01-07,,2024-01-07,01/07/2024,7,0.97652769
[9],2024-01-07,,2024-01-07,01/07/2024,7,0.99106735
[3],2024-01-07,,2024-01-07,01/07/2024,8,0.97521931
[1],2024-01-07,,2024-01-07,01/07/2024,9,0.98918259
[4],2024-01-07,,2024-01-07,01/07/2024,9,0.99048012
